sinr_mean,sinr_std,rsrp_mean,rsrp_std,rsrq_mean,ul_throughput,dl_throughput,retx_rate,packet_loss_rate,inter_arrival_variance,buffer_occupancy,prb_utilization_ul,prb_utilization_dl,grant_count,cqi_variance,environment
23.34522924483789,0.8686713873379658,-94.30297683706016,7.289844010062307,-12.333281772975994,11986994.002036832,8996036.194716651,0.018093089952722404,1.5833720122787104e-07,0.04052501322660731,0.3416824260331771,0.4521223063652384,0.4371205387030738,44.0,0.5513544147160429,mixed
13.968283824607482,1.45269693349713,-84.05588177450504,3.5535288061113786,-11.620567015922092,3037570.940170643,10298050.208866816,0.014791030315031817,4.357061825795992e-05,0.10326605153256126,0.30809024656908496,0.37518125966031335,0.24155521237827635,45.0,0.09198617030228799,mixed
13.63957077580146,6.4258262794451575,-73.26946537928171,6.457217298852353,-6.235420016605741,6033172.454676498,26869520.34609371,0.0024438204959481014,0.00018481087457573753,0.05025770933368249,0.6336407923169282,0.37123359194415706,0.49255290806606616,55.0,3.248517509060435,mixed
11.164826480686388,5.088752379145072,-114.636470504708,0.3559573210178517,-8.118847973525634,13610965.999538817,10018982.22741988,0.021202314236908677,0.0001633646351468533,0.10469938332505196,0.20372237655388606,0.6614422684903134,0.487029108235894,51.0,0.6165772482254155,mixed
19.863881095918735,0.7141217270048646,-90.03376908411873,4.997064898032976,-11.913826135884964,18056275.705884255,80139709.01052698,0.006946739891396117,9.13377671619761e-05,0.08277576401133079,0.329939497005319,0.34360894397774083,0.5099941603770426,53.0,1.411928170998437,mixed
24.22149228835149,1.3567893546702774,-85.74744168150167,1.9801868940224718,-11.273346109427445,12402680.507493483,17049597.366043035,0.02106719651427476,2.2734228157717524e-05,0.019296798225097122,0.3768668865747339,0.6062115959124194,0.6581877343760228,44.0,1.747040160103516,mixed
14.64835107319364,1.898725974401038,-109.21115791071533,2.9034556906627844,-11.409451825347272,5505827.9575593835,16649572.380217964,0.008374823493564412,4.1222286280558795e-05,0.14911268336354191,0.42379120103674944,0.14180070083538843,0.5397093042722291,41.0,0.48020472073759757,mixed
14.871372360032439,0.3198611792833133,-72.51288281192973,4.124371260759316,-12.40179603547066,7101382.755760837,25537876.41092613,0.03439836346551483,0.00016490135095006478,0.10776353448406117,0.20815705031322226,0.18704359900931652,0.2213734709361049,46.0,0.5752733391151276,mixed
10.143453427942399,3.389888667688084,-81.73422654278582,1.5824937147756688,-9.971201018847951,9551696.316143025,11986600.47468831,0.009178202447314364,0.00048136755094833265,0.08079776182501465,0.16690203437137902,0.2827044363861106,0.3844388288997493,36.0,0.6495306812589562,mixed
19.03826227753467,2.8798220938560757,-104.13494002371658,1.7136744024063026,-10.068360015228075,7350610.739482814,14501195.03354435,0.026380999832954374,0.00016899803088002514,0.08527434585597556,0.1133768686734923,0.36469030721409934,0.29858418683730337,54.0,0.8114005876343935,mixed
15.841881335173646,2.467255421869325,-91.93991144634062,1.5625945672332413,-7.793866121907852,5640457.300222465,24266205.77290305,0.008214867034131667,1.8417628363228368e-06,0.17441342860176967,0.2285644269057324,0.4139542794545208,0.6384020571771953,50.0,0.49771750046813007,mixed
13.591906865824152,3.803569707138397,-70.47771053089554,1.7676315159264622,-4.549261991297939,4189624.7255676994,27298298.489227828,0.011947039723126303,3.1584884620445006e-05,0.1080994536150562,0.32101004479033374,0.4382876013955338,0.516185724508595,51.0,0.10774828112096983,mixed
18.903422018114618,6.171206224061713,-86.59519106858349,7.397506890454531,-6.57848240010375,5212586.073561187,19127604.927165974,0.01429446674940367,1.1159385205270311e-05,0.041265403324437774,0.14512670818996734,0.34053634516074643,0.5065421898757408,46.0,1.5180031571919168,mixed
