sinr_mean,sinr_std,rsrp_mean,rsrp_std,rsrq_mean,ul_throughput,dl_throughput,retx_rate,packet_loss_rate,inter_arrival_variance,buffer_occupancy,prb_utilization_ul,prb_utilization_dl,grant_count,cqi_variance,jamming_type
-2.581375986401717,14.048736279637126,-100.58358567182378,6.676895360577787,-20.304795642902164,75977.67865034251,153283.7025173605,0.6790326842803643,0.2667394257715703,5.583310746307158,0.9047160291475057,0.13041365888510845,0.08167315974034398,8.0,1.6606272890806388,power
-0.35879798038708755,17.812355264824966,-100.63496334642522,17.18664558336972,-26.991447649942813,209594.54926785876,282451.0583889003,0.5450048737395876,0.31769769434761536,0.40568536724156146,0.7111701391083897,0.40156708112961065,0.14021260603249566,11.0,0.15403596714149276,power
-4.630910118968118,2.265501511658826,-108.8179782720465,0.33735261813727263,-33.49347598516641,75340.89204882208,846399.5300620158,0.7624168902014574,0.28892130301915714,6.219995493980481,0.997889919801976,0.31378479496074063,0.24540984905147348,17.0,9.097882698049297,power
0.8731957147698461,4.193906852201077,-95.85971673969259,1.9788945138682799,-17.88822983169743,1597804.812986034,15224242.398862373,0.26251868049454646,0.02793409924765538,2.9666395656935793,0.2329974459834709,0.2619950626864117,0.382886484446533,7.238707784149774,0.15500771228499657,intelligent
5.098742429274484,7.589803156373812,-84.75261314991764,1.3164131820354363,-17.3822172981224,6095087.081502776,13930525.858100358,0.13423515242284342,0.0073423649638252285,3.16002851444126,0.1717205614373791,0.2734728818941477,0.08670820262141452,11.165152493897217,4.382963943120153,intelligent
1.575473985660192,7.73982607683969,-70.01065087105167,6.935391746299581,-17.246943448446046,3020237.2132172976,8408731.330446038,0.16569166748301659,0.08025366454960864,4.411389921984234,0.498326636631461,0.1133544240216283,0.3154785577897544,14.781220862709556,4.1307549875962435,sweep
3.1920045429410018,2.74453563938397,-104.78678221470302,7.418735294823526,-23.79992784095506,709953.5311580267,79865.93365818454,0.7324164749196085,0.33796533492713243,2.9498742138380933,0.8745511863690378,0.26788942107125485,0.38658914600502586,8.0,11.776101653130823,power
-2.1793628963842404,8.30971723565087,-136.90357733760607,1.1208931145814818,-20.724000035515825,1630757.243956654,156260.79651009504,0.5543602672339825,0.2826106531056681,4.276682125629075,0.6244973346741484,0.1523296591090138,0.44312007729250585,8.0,0.04243665013154768,power
-0.8838685753458997,2.5244700085382528,-97.77919691485644,0.9559790514890703,-20.871851619590664,4961651.347950863,6487791.094633294,0.44380004110492544,0.03866069670580096,3.971035407318685,0.5985231864721546,0.08538309368742314,0.06355937715897018,8.331992623207094,4.186222078884278,sweep
6.001955724384883,10.058608556467089,-93.45036858270697,6.098597109818844,-14.223800065615784,7158324.645582595,4453997.848736933,0.10340127387149951,0.03265199827007722,2.209345310491481,0.4170084680273095,0.2741044988279256,0.18028833386167353,15.865537601319064,1.1823118227421587,intelligent
4.323356849551656,4.520114229778358,-82.62487195646386,8.739521393254531,-27.8596143866597,6187274.767289142,30507138.69278929,0.06404356617814985,0.028757373608574825,1.3316728391354413,0.6785119026934372,0.35889154133606654,0.2695237071829154,23.590938121676018,5.06129959799228,sweep
-1.1236217841305047,11.155841598977204,-101.16393729971405,5.4751059414335765,-39.84743715741526,425185.70782309346,306930.9459708526,0.6775588972905755,0.4316578351235713,0.4873268846412601,0.9192840344408781,0.34513851030786485,0.2770984446250978,11.0,2.79940824723655,power
-0.7621863922378131,7.425112775566594,-95.22149449231107,0.5344114505701282,-36.69744533889519,505676.57912819023,82637.28694727371,0.6771074965791192,0.24720206838745537,0.7299888494331728,0.899993414034364,0.1882316223874449,0.19310057894392602,11.0,0.6466922434714388,power
-1.782297243320481,12.096747717068,-95.88657836567914,19.107521832843545,-24.86866349994083,32343.817222583577,620211.1701273675,0.6952157778275633,0.2795618165023222,3.9618556129620073,0.8551645219807548,0.026771697978292274,0.14367163208139133,14.0,1.99299944877128,power
-5.097949738358705,2.4113279994480963,-116.17254873330133,7.052533735215826,-36.870488310105145,181252.87272464432,162545.96335780434,0.7018320403341589,0.4391780297233359,11.194981909653821,0.9138572984158282,0.1470373475604315,0.150984532929517,4.0,1.8804869966420614,power
-0.2870344650972116,3.4500027562072235,-121.65006388202197,6.7247354648514115,-24.090876080831293,3637936.5730221807,12272522.039335404,0.16717958068709943,0.047340427234767224,0.31815654720985914,0.2836184898049275,-0.03820795621641497,-0.024387970818496967,-2.144015557478536,0.48923995871486775,sweep
-1.4435696440789563,5.222049702161872,-89.69305728852687,11.049810674528002,-21.024294127779413,4458789.785182134,33631363.484319605,0.2494930241921587,0.06532217623192811,4.1552185101202985,0.5902351296013127,0.1726188841136328,0.234560955974407,15.693703127905898,0.21127397115528015,sweep
-1.1901582823609758,14.520300830619226,-95.44827000850042,18.583578323394867,-32.20973247781652,247796.4916767813,93337.43168267031,0.5809892561001208,0.33867806935374833,3.369379833083563,0.7731621978030196,0.17465505891978061,0.15791854579580789,13.0,4.575482647685606,power
-2.4372798317785036,11.206407078072104,-105.28437417095017,0.37573500476209765,-22.923996667755276,111954.48764559637,412353.8722500975,0.6502262371780851,0.33433948048196394,1.6700431972554062,0.8284833094023356,0.30262415164162887,0.33235844787222074,10.0,1.4019020569395668,power
10.87673609170783,4.155077978186954,-85.234447970143,5.452073925458153,-14.26824256397099,2269436.9417514144,16672923.559486166,0.2930724918796457,0.007187673681618079,0.3652002120139247,0.3753091765870789,0.23270844426227552,0.14535958255503773,13.65163122642208,0.9367764483567228,intelligent
0.3106608769380443,3.4361039124146235,-93.28093865176012,5.396401510002398,-20.305483999546162,5371327.261446498,7638336.163883165,0.21783543826791127,0.10000701592819972,2.0967616651929926,0.47001354918910776,0.10516656785908497,0.3047532331176509,19.505600959002102,2.787256313503682,sweep
0.579837988416213,0.16931482804652262,-73.8679998583289,4.549219318260244,-16.572506423949402,1963589.2483844317,2353714.0664440882,0.40393170478651363,0.05391905168556899,0.8153789416193824,0.6310825460188233,0.013510842181623699,0.029620055889219395,1.8317910480344584,3.6455269014862197,sweep
4.418893060089513,3.7253050584947727,-75.40450013503845,9.640713703100891,-11.29224164353,7078639.441272569,16185061.138248866,0.13218055988716934,0.010387828790983504,5.697775657095592,0.35904784212707896,0.0782089572030441,0.4940754605622679,19.639801033124083,0.09778558008899052,intelligent
0.0616923791951999,9.640853235876884,-119.11061215464186,1.607597395830902,-29.79241070862456,151878.6725336761,53619.13536383709,0.603818352529155,0.2738914243023708,1.1412150255171107,0.9018045776701415,0.1743779399279922,0.31893258778332445,8.0,6.362330327647673,power
6.5950863808232025,10.33195056935987,-76.75361941870061,2.6176541971190295,-13.257901206265547,8617823.597801402,27008776.36882657,0.16019064000773442,0.01939281495462096,0.5689385428337609,0.2933824944806591,0.3203280672664758,0.37655517970378555,13.320243324658914,0.05770280716992657,intelligent
8.657223919570963,3.6678976664561365,-110.15613931017063,3.498347160159057,-17.367767429405106,4471317.330283719,4426927.107660512,0.40660889415940293,0.04536861842868588,5.627615882724486,0.8453445097545886,0.1652006392563146,0.2308882520912423,15.444989208856112,1.4638611041200336,sweep
-2.1590018307847068,8.238130385073884,-102.34337327766342,8.654360589855962,-24.57223750902221,114165.6205798147,54152.404759220626,0.7128974987291817,0.44551570991501344,4.74246582566605,0.9470130629301539,0.08979096569232473,0.06227176423150059,10.0,2.7659453402397247,power
-1.9604042604924243,5.743825627023234,-116.97087415146856,6.424184988476525,-5.290873971034767,3928957.8342434154,10291870.949245682,0.3570717284070963,0.07896675656000468,0.3816437120465109,0.4418151382943597,0.06464551749423245,0.15558186690266804,10.804368206694889,6.038637427982385,sweep
-0.31812843795698936,5.4630201134552525,-89.42215767504487,11.436076030141805,-16.980816101465532,7568741.99273709,2643995.2768249647,0.3927173920312035,0.08795983152418388,0.2964702682963003,0.2962533431900873,-0.015553160836337251,-0.042450660554257766,-3.2999996915916503,2.1201813257379025,sweep
8.892684158396023,1.5002664627739204,-89.18054124131467,0.6218365249835782,-18.701985443413683,9301411.99194192,22525491.323906045,0.204416526549282,0.059476241181771215,1.152457900713115,0.8328110678474642,0.13313902649290113,0.4300334236235105,24.403107552463364,2.5204382266854712,sweep
4.190826330158945,10.89785317964253,-110.6241426382231,9.17859082737943,-18.53310245123462,1748095.0969275194,4504290.748064075,0.32043120822935306,0.05641834704562349,1.5237076969036434,0.3986401455236415,0.21808357435729733,0.17717372028864015,12.28720190105346,8.054701044085245,sweep
-1.1872482596498715,15.336686250875447,-111.68893865190759,0.08753030708812871,-24.49693549273327,35013.340865995146,126621.12742315014,0.6313636048796837,0.3989980094010793,0.5050283399024922,0.9410498455860496,0.20980020792094653,0.12247265388288539,4.0,2.5060995799277803,power
-0.5937543081590295,11.158677776220205,-96.43347286598659,6.384068457446162,-6.90410246148649,868260.5692373727,9048342.456778297,0.4156361259755195,0.0489007632547929,1.3651823049432577,0.4493394289193129,0.05042648631996221,0.029112998181515796,8.509312410706178,4.753388430974423,sweep
2.1403459792329897,12.623122568235054,-90.77474840629657,1.3672367738577473,-5.547336255690629,807686.4633807887,27955679.966928877,0.3190702439108159,0.10226313650970736,0.9279413024308707,0.49268047976586715,0.07520577133995517,0.1277283484806649,11.30283997889623,1.1765744139396181,sweep
