rsrp_dbm,rsrq_db,sinr_db,rssi_dbm,channel_state_info,doppler_spread_hz,delay_spread_ns,coherence_bandwidth_hz,interference_power_dbm,adjacent_channel_power,spurious_emissions,intermodulation_distortion,power_spectral_density,autocorrelation_peak,cross_correlation,signal_entropy,iq_imbalance_magnitude,dc_offset_i,dc_offset_q,phase_noise_integrated,spectral_centroid,spectral_rolloff,spectral_flux,zero_crossing_rate,signal_complexity,hurst_exponent,fractal_dimension,scenario,binary_label,timestamp,attack_type
-71.14353774546801,-1.9226158217607274,6.827996812156272,-70.32435316903909,6.138793444271703,30.01222521459436,69.37730992685071,2294048.9226189856,-77.97153455762428,-4.092997765955974,-81.26188304026857,-59.54887269772897,-40.95719441957342,0.10243594141815779,0.48395169759527473,3.9305111758482645,0.1270140922272768,-0.0028173193643788257,0.0018589199159615938,-83.14069673088571,4712379956.375356,4726614670.896844,0.21884969935020032,0.4710106742068365,0.12252524957270525,0.7549956785029845,1.6206105562198707,sweep_jamming,1,2025-01-01 00:00:00.200,sweep
-26.45760299978261,53.323049310586555,61.81037255728006,-26.457600137273268,2.239679584593661,41.0638485933084,50.274090702290046,3165744.8373232465,-88.26797555706267,-8.506453285300287,-57.305302210495206,-58.055260244248615,-16.099540161808488,0.11039068114586645,0.36618335201648,3.593847591777975,0.35807626760257755,0.001379915230124079,0.020766102247043308,-91.55979417294826,2605398459.0902257,2626246451.475724,0.39950036709964093,0.10881206506022566,0.2713695799293774,0.8138531267522425,1.6588575162415147,reactive_jamming,1,2025-01-01 00:00:00.500,intelligent
-49.56635725304507,17.908594580056402,26.39591782674991,-49.55641018519542,2.0089552695269437,140.44725014587576,60.20381448020512,2643602.3110167733,-75.96227507979498,-2.2745828332686333,-64.89861279126691,-75.0477960733888,-24.886694671730037,0.322752471305777,0.40231162559133,3.306273405094756,0.06143805536441328,0.0014538220307950545,0.012051965398097124,-82.97461103049766,2917720396.1948133,2956553384.6545906,0.6419800814217084,0.4934288306391028,0.20642323718810698,0.8138229687437567,1.5869859850282562,reactive_jamming,1,2025-01-01 00:00:00.900,intelligent
-55.306341318902184,24.239524442433563,32.47861185187675,-55.30388773766846,4.998340739268967,42.53692744934238,293.3991773456243,542451.9064155751,-87.78495317077893,-4.583584109301226,-91.46197425969468,-78.03885515720359,-28.885971733422245,0.483037185091284,0.35166677800081286,3.12363345516234,0.36021788491291296,-0.004174917185869091,0.00608079307753704,-80.70110504238451,2897430451.8267717,2902381393.564487,0.14692974931196404,0.3901652215299969,0.1473283783225728,0.20550491492182232,1.6801343616179496,power_jamming,1,2025-01-01 00:00:01.400,power
-102.03405815366058,-40.21594658002185,-31.728623333328343,-70.3025188965123,4.430663004492156,16.671710407603257,69.1204134630467,2302575.102172719,-70.30543482033224,-5.301875493070895,-103.69939808743531,-94.08864779100904,-42.707437571147935,0.40757580962194817,0.42939283520515026,2.1865628172965255,0.20011650649329105,0.0035472452354451695,-0.010670278644035027,-93.38846044210753,3737531160.558607,3780488117.011889,0.5374792999145616,0.2756217002064558,0.5471995578330133,0.5697504190860577,1.6504909106762877,reactive_jamming,1,2025-01-01 00:00:01.600,intelligent
-71.14776467713246,9.886102641296747,18.636715275213746,-71.08872317959035,4.106386295962932,20.535302483371893,169.4591646888474,939193.4828908653,-89.7844799523462,-2.953528730673996,-88.7296431711384,-59.44550217365426,-18.85617764246995,0.3974307389807724,0.34660765673067373,1.0716286871927474,0.10777395122624395,-0.0027365289795280414,0.01167835074591874,-87.05497813357691,3197878434.425814,3215493481.737856,1.2374003795132347,0.23450717515953642,0.31188491518491057,0.5840651959159086,1.528435062175695,sweep_jamming,1,2025-01-01 00:00:01.700,sweep
-66.01137170994399,16.19999875771113,24.687322004404635,-65.996637894966,5.792784555313144,109.71709804932755,37.56360070273677,4236945.876179005,-90.69869371434862,-4.076750461812901,-97.47708022176064,-62.935978709515794,-34.794530187579724,0.3766828827935673,0.4325005716185746,2.737490113309985,0.4654312219710522,0.006869789008998227,0.000645293123923091,-83.4746620589212,5751308152.470211,5771545050.891603,0.4777166318535011,0.1513193505287596,0.1749718349858689,0.39463322571482695,1.5834365880736267,reactive_jamming,1,2025-01-01 00:00:01.800,intelligent
-68.94537143135906,11.066477429970776,19.30556483941396,-68.8947082792045,1.7386334220866362,18.41988084554327,65.92048937644614,2414347.1111542224,-88.25093627077302,-8.209334130410726,-100.88177791795334,-60.21487948278276,-26.37559736178323,0.5762810866153588,0.347178954542989,2.961829465784227,0.35781051425819277,-0.006878876401455029,-0.005818051270772447,-86.94894343522165,3078527109.535106,3110083315.398754,0.19770167943913142,0.4965980230753504,0.31588715750233776,0.24945491943016782,1.2575979579296925,power_jamming,1,2025-01-01 00:00:02.000,power
-85.14576915645723,-8.759232440520874,-0.5201450310776892,-81.8676142544949,5.130505136453601,96.6376740694715,30.49410702474222,5219203.269758339,-84.62562412537955,-2.9556434562444887,-83.28054622527034,-64.04656904230936,-22.50269624831696,0.44186023023747834,0.38370890944462577,1.182351727718671,0.312477960312195,0.006505219756713844,0.0025125797053049746,-81.19022633873614,2548942200.0191355,2555564162.696931,0.6242616325632898,0.37216894741716866,0.21004308001593816,0.26706096666610435,1.4523625723571596,power_jamming,1,2025-01-01 00:00:02.200,power
-47.793673390478055,21.226988827081207,29.466076236524394,-47.78876508878179,10.846703734193385,136.8904100135938,121.60054867343311,1308834.0869194367,-77.25974962700245,-7.495699976037809,-69.34177179285516,-66.54974803970663,-8.418755427926989,0.5166208464509064,0.3432446593734134,2.004767681303631,0.39104306321618304,-0.01659015405076926,-0.0006053336155696886,-90.52104149796173,5147547439.862109,5151701516.769574,0.26429459965370633,0.269751568119306,0.32937709791097436,0.17858476049345873,1.5958135791334636,power_jamming,1,2025-01-01 00:00:02.600,power
-41.45066677429045,43.91086859939998,52.39819184609349,-41.450641772916455,7.842538052735514,15.95975696815259,71.43240819639581,2228049.5241643786,-93.84885862038394,-2.52248074142019,-85.2630110646968,-60.677268683431485,-38.834342097953794,0.46434521951771424,0.4919425731847563,3.3530234869948705,0.3331113020486435,-0.004641359599984915,0.004401036036776207,-82.64578192501831,4916741780.807573,4926651328.186374,0.1601147682640229,0.48858655908579385,0.5894685621601874,0.48327192582144063,1.4472826247847144,reactive_jamming,1,2025-01-01 00:00:02.800,intelligent
-82.48327245023373,-0.2775449213795991,8.4730677125374,-81.90610775918515,3.5476514372021826,141.23965334960263,32.0693745275577,4962832.7785168085,-90.95634016277113,-2.7436475762363326,-96.27698356461838,-60.612253484970836,-38.409051123286055,0.11549837211770272,0.48612027901976435,2.861322330099697,0.3951344574911738,0.0052114266354710845,-0.003044275525401306,-90.53984486492787,2878579834.039206,2886440697.521904,0.37209304925943465,0.23120358654344508,0.4317257754945617,0.5013606681973536,1.5723454212280639,sweep_jamming,1,2025-01-01 00:00:02.900,sweep
-52.313045315169205,32.56574778002624,41.05307102671975,-52.31270454609839,7.759627383545753,71.2749996808704,232.63524282826333,684139.432860511,-93.36611634188895,-6.23105553857792,-83.80576230726102,-58.00759093043449,-30.579162379016637,0.42966558407508093,0.26748033319820935,3.4788651486704936,0.06864524454711461,0.008897936328528084,0.0022524573395107427,-84.97894052075308,5786247283.69861,5789788902.990154,0.31326077499211785,0.2643569646474354,0.2805673361823534,0.6417964137263874,1.762499756430955,reactive_jamming,1,2025-01-01 00:00:03.100,intelligent
