timestamp,throughput_mbps,packet_loss_rate,rsrp_dbm,snr_db,cqi,mcs_dl,mcs_ul,timing_advance_ns,power_headroom_db,dl_error_rate,ul_error_rate,snr_rsrp_ratio,mcs_efficiency,channel_utilization,attack_type
2025-08-25 00:31:07.521647,10.614248168335799,0.009581760928833005,-19.947010664132204,32.03910782922554,15.047545609802144,4.391214778909665,2.3912147789096654,209.87507850427016,11.98612760046371,0.014497623415444461,0.00466589844222155,1.6062109941534644,0.15682909924677377,0.10614248168335799,normal
2025-08-25 00:12:58.348139,66.06258997048661,0.004611014837529137,-17.950335845497015,32.02644848256028,14.60946930690375,4.461563104907215,2.4615631049072153,239.41418842192007,6.817608280449138,0.001977572149713514,0.007244457525344761,1.7841698761638698,0.159341539460972,0.6606258997048662,normal
2025-08-25 00:11:32.218765,20.86587842536489,0.002531898449900999,-24.59332580035836,34.47542739594831,15.503616533266758,28.0,28.0,255.75630440379507,10.941813515864355,0.0003133662773100208,0.004750430622491977,1.4018204644548706,1.0,0.2086587842536489,normal
2025-08-25 00:35:41.111934,21.008631534062783,0.009250791007294572,-17.63205361383365,32.81867545279512,15.492180667903629,22.75558846747264,21.75558846747264,182.26999589407015,11.520455456361349,0.017592720143472747,0.0009088618711163983,1.8613076032757998,0.8126995881240229,0.21008631534062783,normal
2025-08-25 00:15:41.401139,0.008827865830125972,0.0019258597968388293,-23.910248837313365,32.65648494551397,14.718383662548812,13.433683187017921,11.433683187017921,224.99099038185955,6.276899463032836,0.0026158137818254328,0.0012359058118522259,1.3657944410244522,0.4797743995363543,8.827865830125972e-05,normal
2025-08-25 00:20:08.703826,0.06512284384740838,0.001181575155586827,-22.104332244638865,32.25349959948353,15.248440847532029,28.0,28.0,217.81556548254267,13.888538061368333,0.0008282658337052856,0.0015348844774683685,1.45914833538146,1.0,0.0006512284384740838,normal
2025-08-25 00:17:24.834868,10.587473497770748,0.009909262450841498,-18.72899536128393,32.979592829754345,14.506066383161409,19.533951808388586,18.533951808388586,234.17160155602065,10.752223018403036,0.018323885460647334,0.0014946394410356634,1.7608842435792826,0.6976411360138781,0.10587473497770748,normal
2025-08-25 00:15:24.595654,4.472725516381108,0.006158461929821041,-18.778222536868686,33.15068636386884,15.61044216795937,28.0,27.0,233.0681063914695,5.165837707137455,0.011797501497936472,0.0005194223617056105,1.76537935359865,1.0,0.04472725516381108,normal
2025-08-25 00:10:44.903242,14.150666595151481,0.0008441045629481318,-19.56849950830879,30.525523209168167,15.059976892050168,14.720012471449563,14.720012471449563,264.55917258771564,10.86827620296518,0.0015785236283791732,0.00010968549751709052,1.55993172579262,0.5257147311231987,0.14150666595151482,normal
2025-08-25 00:21:33.631830,0.0918330098899463,0.004757966674828123,-21.9019069293093,33.24066107716262,14.302302882401593,28.0,27.0,198.15512442995774,13.300204837081697,0.005726197864275164,0.003789735485381081,1.5177062519921365,1.0,0.000918330098899463,normal
2025-08-25 00:19:43.495551,15.58247813752653,0.005424402778004697,-20.751565233728442,34.509960252916464,14.97154919798861,17.287398876038317,15.287398876038317,240.21029653658508,15.01457837721765,0.00959936498380064,0.0012494405722087531,1.6630051692113272,0.6174071027156541,0.15582478137526531,normal
2025-08-25 00:28:10.362336,4.770379340970805,0.006325299572848261,-20.399721194912114,32.10095876347732,15.265994209665777,15.376592938142176,15.376592938142176,222.85188566225102,13.707438211296239,0.010364270668295593,0.00228632847740093,1.5735979162050318,0.5491640335050777,0.04770379340970805,normal
